query,title,url,snippet
Hooker Furnishings Corp. Sustainability Report 2023 filetype:pdf site:hookerfurnishings.com,Form 10-K for Hooker Furnishings Corp filed 04/14/2023,https://investors.hookerfurnishings.com/static-files/9c80ca2d-2de2-4726-bdb9-dbfc48e7ebd1,"Apr 14, 2023 ... Indicate by check mark whether the registrant (1) has filed all reports required to be filed by Section 13 or 15(d) of the Securities ..."
Hooker Furnishings Corp. Sustainability Report 2023 filetype:pdf site:hookerfurnishings.com,2022 Annual Report - HOOKER,https://investors.hookerfurnishings.com/static-files/3c7ddc06-bf07-400b-9c88-ae102f793337,"Apr 15, 2022 ... Hooker Furnishings Corporation, incorporated in Virginia in 1924, is a designer, marketer and importer of casegoods (wooden and metal furniture) ..."
Hooker Furnishings Corp. Sustainability Report 2023 filetype:pdf site:hookerfurnishings.com,2024 Annual Report,https://investors.hookerfurnishings.com/static-files/3581e58f-35fb-469a-9975-0b70e9209118,"Apr 30, 2024 ... ANNUAL REPORT ON FORM 10-K. Hooker Furnishings Corporation's Annual Report on Form. 10-K, included herein, is also available on our website at."
Hooker Furnishings Corp. Sustainability Report 2023 filetype:pdf site:hookerfurnishings.com,Form 8-K for Hooker Furnishings Corp filed 03/17/2023,https://investors.hookerfurnishings.com/static-files/15e6ff06-9c0f-4ab2-8866-9320e5681be8,"Mar 17, 2023 ... Date of Report (Date of earliest event reported): March 14, 2023. HOOKER FURNISHINGS CORPORATION. (Exact name of registrant as specified in ..."
Hooker Furnishings Corp. Sustainability Report 2023 filetype:pdf site:hookerfurnishings.com,Form 10-Q for Hooker Furnishings Corp filed 12/08/2023,https://investors.hookerfurnishings.com/static-files/c0db1cac-bbc6-4604-866f-afef23d06634,"Dec 8, 2023 ... Indicate by check mark whether the registrant (1) has filed all reports required to be filed by Section 13 or 15(d) of the Securities ..."
FedEx Corp. Sustainability Report 2023 filetype:pdf site:fedex.com,2023 ESG Report | FedEx Sustainability,https://www.fedex.com/content/dam/fedex/us-united-states/sustainability/gcrs/FedEx_2023_ESG_Report.pdf,"FedEx Corporation (FedEx) provides our customers with a broad portfolio of transportation, e-commerce, and business services through our operating companies, ..."
FedEx Corp. Sustainability Report 2023 filetype:pdf site:fedex.com,FedEx Corporation Sustainability Bond Report,https://www.fedex.com/content/dam/fedex/us-united-states/sustainability/financing/FY22-Sustainability-Bond-Report.pdf,"May 26, 2023 ... by FedEx. SUSTAINABILITY BOND REPORT | MAY 2023. 1. Page 3. $4. Green buildings. 180,643 average annual metric tons of CO2 expected to have been ..."
FedEx Corp. Sustainability Report 2023 filetype:pdf site:fedex.com,2022 ESG Report | FedEx 1,https://www.fedex.com/content/dam/fedex/us-united-states/sustainability/gcrs/FedEx_2022_ESG_Report.pdf,"» The Governance, Safety, and Public. Policy Committee oversees our Corporate. Social Responsibility (CSR) goals, strategies, and programs, including with ..."
FedEx Corp. Sustainability Report 2023 filetype:pdf site:fedex.com,FedEx 2021 ESG Report,https://www.fedex.com/content/dam/fedex/us-united-states/sustainability/gcrs/FedEx_2021_ESG_Report.pdf,"our sustainability strategy, see our Corporate ... Environment. Social. Governance. Data appendix. Page 6. 2021 ESG Report. FedEx. 6. Environmental governance."
FedEx Corp. Sustainability Report 2023 filetype:pdf site:fedex.com,FedEx Corporation Sustainability Bond Report,https://www.fedex.com/content/dam/fedex/us-united-states/sustainability/financing/FedEx_Corporation_Sustainability_Bond_Report_Fiscal_Year_2021.pdf,"May 18, 2022 ... Our sustainability bond framework (the “Framework”) of eligible investments is aligned with key elements of this strategy, which includes ..."
FedEx Corp. Sustainability Report 2023 filetype:pdf site:fedex.com,FedEx 2024 ESG Report,https://www.fedex.com/content/dam/fedex/us-united-states/sustainability/gcrs/FedEx_2024_ESG_Report.pdf,"The Governance, Safety, and Public Policy. Committee actively oversees our Corporate. Social Responsibility (CSR) goals, strategies, and programs, which ..."
FedEx Corp. Sustainability Report 2023 filetype:pdf site:fedex.com,Content index | 2023 ESG Report | FedEx,https://www.fedex.com/content/dam/fedex/us-united-states/sustainability/gcrs/FedEx_2023_ESG_Report_Index.pdf,Board Oversight of Sustainability and Corporate. Social Responsibility Matters (pg. 29). 2022 CDP Climate Change Response: C1.1 & C1.2 (pg. 2–3). 2-14. Role of ...
FedEx Corp. Sustainability Report 2023 filetype:pdf site:fedex.com,2020 Global Citizenship Report | FedEx,https://www.fedex.com/content/dam/fedex/us-united-states/sustainability/gcrs/FedEx_2020_Global_Citizenship_Report.pdf,"About this Report. Our 12th annual Global Citizenship Report. (the “Report”) covers FedEx corporate social responsibility (CSR) strategies, goals, programs,."
FedEx Corp. Sustainability Report 2023 filetype:pdf site:fedex.com,FedEx 2023 ESG Report Executive Summary,https://www.fedex.com/content/dam/fedex/us-united-states/sustainability/gcrs/FedEx_2023_ESG_Executive_Summary.pdf,"of the FedEx Board oversees our corporate social responsibility goals, strategies, and programs, including sustainability- and climate-related risks. To ..."
FedEx Corp. Sustainability Report 2023 filetype:pdf site:fedex.com,FedEx 2024 Content Index,https://www.fedex.com/content/dam/fedex/us-united-states/sustainability/gcrs/FedEx_2024_ESG_Report_Index.pdf,The FedEx Chief Sustainability Officer ... of Sustainability and Corporate Social Responsibility ... 2023 Global Economic Impact Report: Economic Impact. (pg. 6–9).
Parker-Hannifin Corp. Sustainability Report 2023 filetype:pdf site:investors.parker.com,PARKER HANNIFIN PROXY STATEMENT,https://investors.parker.com/sec-filings/all-sec-filings/content/0001308179-23-000993/ph_courtesy-pdf.pdf,"Sep 22, 2023 ... Selected aspects of our most recent Sustainability Report are highlighted below. ... We are proud of our corporate social responsibility and ..."
Parker-Hannifin Corp. Sustainability Report 2023 filetype:pdf site:investors.parker.com,10-K - 08/24/2023 - Parker-Hannifin Corporation,https://investors.parker.com/sec-filings/all-sec-filings/content/0000076334-23-000042/0000076334-23-000042.pdf,"Aug 24, 2023 ... The Acquisition is discussed in Note 3 to the Consolidated Financial. Statements included in Part II, Item 8 of this Annual Report on Form 10-K ..."
Parker-Hannifin Corp. Sustainability Report 2023 filetype:pdf site:investors.parker.com,DEF 14A - 09/23/2022 - Parker-Hannifin Corporation,https://investors.parker.com/sec-filings/proxy-filings/content/0001193125-22-249740/0001193125-22-249740.pdf,"Sep 2, 2022 ... ... corporate social responsibility and sustainability ... We publish our Sustainability Report in line with Sustainability ... 2023 Annual Meeting of ..."
Parker-Hannifin Corp. Sustainability Report 2023 filetype:pdf site:investors.parker.com,10-K - 08/24/2022 - Parker-Hannifin Corporation,https://investors.parker.com/sec-filings/all-sec-filings/content/0000076334-22-000034/0000076334-22-000034.pdf,"Aug 24, 2022 ... Indicate by check mark whether the Registrant (1) has filed all reports required to be filed by Section 13 or 15(d) of the Securities ..."
Parker-Hannifin Corp. Sustainability Report 2023 filetype:pdf site:parker.com,2023 Sustainability Report | Parker Hannifin,https://www.parker.com/content/dam/parker/na/united-states/sustainability/pdfs/Parker-FY23-Sustainability-Report.pdf,"For more than a century, the company has engineered the success of its customers in a wide range of diversified industrial and aerospace markets. PARKER ..."
Parker-Hannifin Corp. Sustainability Report 2023 filetype:pdf site:parker.com,Parker FY22 Sustainability Report.pdf,https://www.parker.com/content/dam/parker/na/united-states/sustainability/pdfs/Parker%20FY22%20Sustainability%20Report.pdf,"For more than a century, the company has engineered the success of its customers in a wide range of diversified industrial and aerospace markets. About This ..."
Parker-Hannifin Corp. Sustainability Report 2023 filetype:pdf site:parker.com,GUIDED BY PURPOSE,https://www.parker.com/content/dam/parker/na/united-states/sustainability/Parker-FY23-Sustainability-Report-LeadershipLetter.pdf,"As our business has grown following the acquisition of aerospace technology company Meggitt PLC, so too has ... sustainability objectives. ... PARKER HANNIFIN 2023 ..."
Parker-Hannifin Corp. Sustainability Report 2023 filetype:pdf site:parker.com,Parker-Hannifin Corporation - Climate Change 2023,https://www.parker.com/content/dam/parker/na/united-states/sustainability/Parker-Hannifin%20Corporation%20CDP%20Climate%20Change%20Questionnaire%202023.pdf,"... annual sustainability report, disclosure in the Carbon Disclosure. Project (CDP) and, starting in 2023 with a published TCFD report. C1.1d. (C1.1d) Does your ..."
Parker-Hannifin Corp. Sustainability Report 2023 filetype:pdf site:parker.com,PARKER HANNIFIN ANNUAL REPORT 2023,https://www.parker.com/content/dam/Parker-com/About-Us/Literature/PH-FY23-Annual-Report.pdf,"During 2023, our technologies and systems were used in the products of these two reporting segments. For 2023, the Company's net sales were $19.1 billion."
Parker-Hannifin Corp. Sustainability Report 2023 filetype:pdf site:parker.com,PARKER HANNIFIN PROXY STATEMENT,https://investors.parker.com/sec-filings/all-sec-filings/content/0001308179-23-000993/ph_courtesy-pdf.pdf,"Sep 22, 2023 ... Selected aspects of our most recent Sustainability Report are highlighted below. ... We are proud of our corporate social responsibility and ..."
Parker-Hannifin Corp. Sustainability Report 2023 filetype:pdf site:parker.com,Parker-Hannifin Corporation,https://www.parker.com/content/dam/parker/na/united-states/sustainability/pdfs/Form%20SD%20CY2022%20as%20filed%20pdf%205.31.23.pdf,"May 30, 2023 ... ☒Rule 13p-1 under the Securities Exchange Act (17 CFR 240.13p-1) for the reporting period from January 1, 2022 to December 31,. 2022. - 1 - ..."
Parker-Hannifin Corp. Sustainability Report 2023 filetype:pdf site:parker.com,Parker Hannifin Supplier Code of Conduct,https://www.parker.com/content/dam/parker/na/united-states/about-parker/Parker-Hannifin-Supplier-Code-of-Conduct.pdf,"As such, we strive to reach the highest standards of compliance and ethics; labor and human rights; and environmental, health, and safety. These standards are ..."
Parker-Hannifin Corp. Sustainability Report 2023 filetype:pdf site:parker.com,2022 Annual Report,https://www.parker.com/content/dam/Parker-com/Countries-2011/United-States/About-Us/PH-2022-Annual-Report.pdf,"Sep 13, 2022 ... Obourn, retired Chairman of Isoflux Incorporated, who served on Parker Hannifin's Board of Directors since 2002. Ms. Obourn provided. Parker ..."
Parker-Hannifin Corp. Sustainability Report 2023 filetype:pdf site:parker.com,DEF 14A - 09/23/2022 - Parker-Hannifin Corporation,https://investors.parker.com/sec-filings/proxy-filings/content/0001193125-22-249740/0001193125-22-249740.pdf,"Sep 2, 2022 ... ... corporate social responsibility and sustainability ... We publish our Sustainability Report in line with Sustainability ... 2023 Annual Meeting of ..."
"Kennametal, Inc. Sustainability Report 2023 filetype:pdf site:investors.kennametal.com","FY23 Environmental, Social and Governance Report",https://investors.kennametal.com/static-files/2f624bae-e4d0-4c2b-9582-5604b992a55a,"TYING ANNUAL INCENTIVE PLAN TO ESG GOALS. In fiscal 2023, Kennametal's AIP, which is based on the Company's achievement of short-term financial and strategic ..."
"Kennametal, Inc. Sustainability Report 2023 filetype:pdf site:investors.kennametal.com","ENVIRONMENTAL, SOCIAL AND GOVERNANCE",https://investors.kennametal.com/static-files/6d172700-2209-4f20-b470-f7ce9950387a,"The company matched the employee donations. COVID-19 RESPONSE. Kennametal | FY21 Environmental, Social and Governance Report 3. Page ..."
"Kennametal, Inc. Sustainability Report 2023 filetype:pdf site:investors.kennametal.com",KMT AR10K,https://investors.kennametal.com/static-files/843043a7-8fd8-48be-941b-de7776a0f586,"Additionally, when used in this Annual Report, unless the context requires otherwise, the terms “we,” “our” and “us” refer to Kennametal Inc. and its ..."
"Kennametal, Inc. Sustainability Report 2023 filetype:pdf site:investors.kennametal.com",KMT AR_10K,https://investors.kennametal.com/static-files/68fdfc57-57ea-426a-9ca1-12ea3e2b62b8,"Aug 20, 2020 ... Report on the Corporate Sustainability page of our website at ... The Credit Agreement matures in June 2023 ... In connection with the Annual Report ..."
"Kennametal, Inc. Sustainability Report 2023 filetype:pdf site:investors.kennametal.com",KENNAMETAL INC.,https://investors.kennametal.com/static-files/42f2789c-75e8-48c0-909b-b94150300f56,"Sep 13, 2018 ... Corporate Responsibility, Environmental and Sustainability Matters ... Kennametal's Annual Report on Form 10-K for ... 8/1/2023. 8/1/2014. 6,410."
"Kennametal, Inc. Sustainability Report 2023 filetype:pdf site:kennametal.com","FY23 Environmental, Social and Governance Report",https://investors.kennametal.com/static-files/2f624bae-e4d0-4c2b-9582-5604b992a55a,"TYING ANNUAL INCENTIVE PLAN TO ESG GOALS. In fiscal 2023, Kennametal's AIP, which is based on the Company's achievement of short-term financial and strategic ..."
"Kennametal, Inc. Sustainability Report 2023 filetype:pdf site:kennametal.com","ENVIRONMENTAL, SOCIAL AND GOVERNANCE",https://investors.kennametal.com/static-files/6d172700-2209-4f20-b470-f7ce9950387a,"The company matched the employee donations. COVID-19 RESPONSE. Kennametal | FY21 Environmental, Social and Governance Report 3. Page ..."
"Kennametal, Inc. Sustainability Report 2023 filetype:pdf site:kennametal.com",Corporate Social Responsibility (CSR) Policy | Kennametal,https://images.kennametal.com/is/content/Kennametal/corporate-social-responsibility-csr-policypdf,"Provided further that, if the Company fails to spend such amount, the Board shall, in its report made under clause (o) of the sub- section (3) of the section ..."
"Kennametal, Inc. Sustainability Report 2023 filetype:pdf site:kennametal.com",KMT AR10K,https://investors.kennametal.com/static-files/843043a7-8fd8-48be-941b-de7776a0f586,"Additionally, when used in this Annual Report, unless the context requires otherwise, the terms “we,” “our” and “us” refer to Kennametal Inc. and its ..."
"Kennametal, Inc. Sustainability Report 2023 filetype:pdf site:kennametal.com",KMT AR_10K,https://investors.kennametal.com/static-files/68fdfc57-57ea-426a-9ca1-12ea3e2b62b8,"Aug 20, 2020 ... Report on the Corporate Sustainability page of our website at ... The Credit Agreement matures in June 2023 ... In connection with the Annual Report ..."
"Kennametal, Inc. Sustainability Report 2023 filetype:pdf site:kennametal.com",KENNAMETAL INC.,https://investors.kennametal.com/static-files/42f2789c-75e8-48c0-909b-b94150300f56,"Sep 13, 2018 ... Corporate Responsibility, Environmental and Sustainability Matters ... Kennametal's Annual Report on Form 10-K for ... 8/1/2023. 8/1/2014. 6,410."
"Steelcase, Inc. Sustainability Report 2023 filetype:pdf site:steelcase.com",Steelcase Impact Report 2023,https://www.steelcase.com/resources/documents/steelcase-impact-report-2023/,"Oct 6, 2023 ... We created our Better Futures. Community to explore bold new approaches to equity, education and the environment with changemakers throughout."
"Steelcase, Inc. Sustainability Report 2023 filetype:pdf site:steelcase.com",Steelcase-Impact-Report-and-GRI-2021.pdf,https://www.steelcase.com/content/uploads/2021/09/Steelcase-Impact-Report-and-GRI-2021.pdf,"Design for a Circular Economy. By 2023, new Steelcase brand products will incorporate. Steelcase Sustainable Design framework criteria. Approach. The Steelcase ..."
"Steelcase, Inc. Sustainability Report 2023 filetype:pdf site:steelcase.com",Steelcase Inc. has reported the information cited in this GRI content ...,https://www.steelcase.com/content/uploads/2024/02/FY23-GRI-Published-Index.pdf,2023 Annual Report. 1-4. 2-2. Entities included in the organization's sustainability reporting. Entities Included in the · Organization's Sustainability.
"Steelcase, Inc. Sustainability Report 2023 filetype:pdf site:steelcase.com",Promise + Progress,https://www.steelcase.com/content/uploads/2023/09/2017-Steelcase-GRI-Index.pdf,Steelcase Inc. (SCS) is a publicly traded company listed on the New York. Stock ... The previous Steelcase Corporate Sustainability Report was published in.
"Steelcase, Inc. Sustainability Report 2023 filetype:pdf site:steelcase.com",Climate Change 2022 - Steelcase,https://www.steelcase.com/content/uploads/2022/08/2022-CDP-Climate-Change-Response.pdf,... Sustainability Standard for furniture manufacturers. BIFMA's Standard directs the company to follow the Greenhouse Gas Protocol for reporting emissions.
"Steelcase, Inc. Sustainability Report 2023 filetype:pdf site:steelcase.com",CDP Climate Change Questionnaire 2023 - Steelcase,https://www.steelcase.com/resources/documents/cdp-questionnaire-2023/,"Aug 16, 2023 ... For example, in this reporting year, one Sustainability Manager attended an NCGC meeting to solicit approval for changes to the scope and ..."
"Steelcase, Inc. Sustainability Report 2023 filetype:pdf site:steelcase.com",Untitled,https://www.steelcase.com/content/uploads/2023/09/2022-Steelcase-GRI-Index-copy.pdf,"1-4. Grand Rapids, Michigan, United States of America. 2022 Annual Report, Manufacturing and Logistics p. 4. Steelcase Inc. (SCS) is a publicly traded company ..."
"Steelcase, Inc. Sustainability Report 2023 filetype:pdf site:steelcase.com",CEO Statement Information Links Page(s) Governance,https://www.steelcase.com/resources/documents/esg-data-center-ungc-cop/,"Steelcase Inc. has reported the information cited ... March 1, 2022 to February 28, 2023 using the most current standards. ... Please report the company's renewable ..."
"Steelcase, Inc. Sustainability Report 2023 filetype:pdf site:steelcase.com",Untitled,https://www.steelcase.com/content/uploads/2023/09/2021-Steelcase-GRI-Index-copy.pdf,Steelcase 2021 Impact Report. 39. Page 2. GLOBAL REPORTING ... 4. Steelcase Inc. (SCS) is a publicly traded ... sustainability@steelcase.com. Impact Report 2021 ...
"Steelcase, Inc. Sustainability Report 2023 filetype:pdf site:steelcase.com",Share It Collection,https://www.steelcase.com/content/uploads/sites/10/2023/07/Share-It-Collection-Brochure-EN.pdf,Sustainability related actions and results are annually communicated in the Steelcase Corporate Sustainability Report. More environmental details available upon ...
"Snap-On, Inc. Sustainability Report 2023 filetype:pdf site:snapon.com",Notice of the 2024 Annual Meeting of Shareholders,https://www.snapon.com/Snap-on-Files/Investors/Proxy-Statement/Snap-on2024ProxyStatement.pdf,"Mar 12, 2024 ... The proxy statement and annual report to security holders are available under the. Investors section of the Company's website at www.snapon.com."
"Snap-On, Inc. Sustainability Report 2023 filetype:pdf site:snapon.com",SNA FY23 10K Document,https://www.snapon.com/Snap-on-Files/Investors/2023-Q4/Q4202310-K.pdf,"Feb 15, 2024 ... ... Snap-on intends to leverage in its product offerings. On November 1, 2023, Snap-on acquired Mountz, Inc. (“Mountz”) for a cash purchase ..."
"Snap-On, Inc. Sustainability Report 2023 filetype:pdf site:snapon.com",Snap-on Incorporated,https://www.snapon.com/Snap-on-Files/Investors/2022-Q4/SNAFY2210K_FinalFiled.pdf,"Feb 9, 2023 ... The number of shares of Common Stock ($1.00 par value) of the registrant outstanding as of February 3, 2023, was 53,114,455 shares. DOCUMENTS ..."
"Snap-On, Inc. Sustainability Report 2023 filetype:pdf site:snapon.com",printmgr file,https://www.snapon.com/Snap-on-Files/Investors/Proxy-Statement/Snap-on-2023ProxyStatement-FINALforposting.pdf,"Mar 10, 2023 ... ... Reporting Standards. Foundation. Below is a discussion of the pillars of Snap-on's sustainability commitment: •. Economic. Snap-on connects ..."
"Snap-On, Inc. Sustainability Report 2023 filetype:pdf site:snapon.com",2021 ANNUAL REPORT,https://www.snapon.com/Snap-on-Files/Annual-Reports/Snap-on2021AnnualReport.pdf,"Feb 10, 2022 ... dates through 2023. In recent years ... Snap-on's sustainability framework is ... In connection with the Annual Report of Snap-on Incorporated ..."
"Snap-On, Inc. Sustainability Report 2023 filetype:pdf site:snapon.com",printmgr file,https://www.snapon.com/Snap-on-Files/Investors/Proxy-Statement/Snap-on-Final2022ProxyStatementforposting.pdf,"Mar 11, 2022 ... ... 2023 Annual Meeting. ... Snap-on's SASB Index, along with additional information regarding the Company's sustainability ... Company's Annual Report ..."
"Snap-On, Inc. Sustainability Report 2023 filetype:pdf site:snapon.com",Snap-on Incorporated,https://www.snapon.com/Snap-on-Files/Investors/2020-Q4/Q4202010-K.pdf,"Feb 11, 2021 ... Securities registered pursuant to Section 12(b) of the Act: Title of each class. Trading Symbol(s). Name of each exchange on which ..."
"Snap-On, Inc. Sustainability Report 2023 filetype:pdf site:snapon.com",R E P O R T A N N U A L S NAP ‑ O N I N C O R P O R A T ED 2 0 2 ...,https://www.snapon.com/Snap-on-Files/Annual-Reports/Snap-on2020ARFinal_ForPosting.pdf,"In connection with the Annual Report of Snap-on Incorporated (the “Company”) on Form 10-K for the period ended January 2,. 2021, as filed with the Securities ..."
"Snap-On, Inc. Sustainability Report 2023 filetype:pdf site:snapon.com",printmgr file,https://www.snapon.com/Snap-on-Files/Investors/Proxy-Statement/Snap-on-2021ProxyStatementforposting.pdf,"Mar 12, 2021 ... Snap-on's sustainability metrics are available on the Company's website at www.snapon.com. Human Capital Management. Snap-on is guided by the ..."
Limoneira Co. Sustainability Report 2023 filetype:pdf site:investor.limoneira.com,Annual Report,https://investor.limoneira.com/static-files/e9c9f0a6-8ef4-48b6-9d52-e1ba79436632,"Jan 10, 2022 ... ... Company,” or “Limoneira” in this Annual Report mean ... mutual water companies: Farmers Irrigation Co ... 22, 2023, The line of credit bears ..."
Limoneira Co. Sustainability Report 2023 filetype:pdf site:investor.limoneira.com,Untitled,https://investor.limoneira.com/static-files/917be7cc-80d0-420b-89db-150618ffc3d6,"Jan 14, 2021 ... ... Company,” or “Limoneira” in this Annual Report mean ... mutual water companies: Farmers Irrigation Co ... note is due in February 2023, with ..."
Limoneira Co. Sustainability Report 2023 filetype:pdf site:investor.limoneira.com,Limoneira Proxy_2024.indd 1 2/12/24 2:28 PM,https://investor.limoneira.com/static-files/b955d3e9-e9be-41ca-8d4e-7b4c40e16f3a,"Feb 12, 2024 ... approved, the inclusion of the audited financial statements in the Company's Annual Report on Form 10-K for the year ended October 31, 2023 for ..."
Limoneira Co. Sustainability Report 2023 filetype:pdf site:investor.limoneira.com,2022 Notice of Annual Meeting and Proxy Statement,https://investor.limoneira.com/static-files/ccd59581-1ed5-49f6-b571-dd3b83474384,"Mar 21, 2022 ... Limoneira Company's 2022 Annual Meeting of ... adjournment or postponement thereof. Page 10. Limoneira Company. 2. 2022 Proxy Statement ... In 2023, ..."
Limoneira Co. Sustainability Report 2023 filetype:pdf site:investor.limoneira.com,Untitled,https://investor.limoneira.com/static-files/7d027014-2d2f-4956-9019-a33659b2f3e0,"Jan 10, 2017 ... ... Company,” or “Limoneira” in this Annual Report mean Limoneira ... water companies: Farmers Irrigation Co ... 2023. This term loan bears interest at ..."
Limoneira Co. Sustainability Report 2023 filetype:pdf site:investor.limoneira.com,LIMONEIRA COMPANY Notice of Annual Meeting of Stockholders ...,https://investor.limoneira.com/static-files/c9b0e26f-7d39-4fd4-b59d-98510655ccde,"Feb 12, 2021 ... ... 2023 Annual. Meeting of Stockholders. The ... website, www.limoneira.com, under the heading “Sustainability ... the audited financial statements in ..."
Limoneira Co. Sustainability Report 2023 filetype:pdf site:investor.limoneira.com,Form 8-K for Limoneira CO filed 12/05/2022,https://investor.limoneira.com/static-files/f43213e2-5b8e-402e-a161-4226f28d0309,"Dec 5, 2022 ... Date of Report (date of earliest event reported) ... 2023. Harold Edwards, President and Chief ... For more about Limoneira Company, visit www."
Limoneira Co. Sustainability Report 2023 filetype:pdf site:investor.limoneira.com,LIMONEIRA COMPANY,https://investor.limoneira.com/index.php/static-files/d49250b8-148e-431c-94d2-1274476a5d3e,"Mar 10, 2020 ... The RELOC features a three-year draw period followed by 20 years of fully amortized loan payments. The interest rate is variable with ..."
Limoneira Co. Sustainability Report 2023 filetype:pdf site:investor.limoneira.com,LIMONEIRA COMPANY,https://investor.limoneira.com/static-files/f714179d-e2bd-4481-9c87-4d3f923cfc71,"Jan 11, 2021 ... Limoneira (lç moñ âra) is a dedicated sustainability company with 15,400 acres of rich agricultural lands, real estate properties, and water ..."
Limoneira Co. Sustainability Report 2023 filetype:pdf site:investor.limoneira.com,Form 8-K for Limoneira CO filed 06/07/2022,https://investor.limoneira.com/static-files/110c2531-fbb2-4254-99e6-3e16f6b8e4f1,"Jun 8, 2022 ... ... report to be signed on its behalf by the undersigned hereunto duly authorized. ... sustainability entered the modern lexicon. ... 2023) Scalable ..."
Limoneira Co. Sustainability Report 2023 filetype:pdf site:limoneira.com,Annual Report,https://investor.limoneira.com/static-files/e9c9f0a6-8ef4-48b6-9d52-e1ba79436632,"Jan 10, 2022 ... ... Company,” or “Limoneira” in this Annual Report mean ... mutual water companies: Farmers Irrigation Co ... 22, 2023, The line of credit bears ..."
Limoneira Co. Sustainability Report 2023 filetype:pdf site:limoneira.com,Untitled,https://investor.limoneira.com/static-files/917be7cc-80d0-420b-89db-150618ffc3d6,"Jan 14, 2021 ... ... Company,” or “Limoneira” in this Annual Report mean ... mutual water companies: Farmers Irrigation Co ... note is due in February 2023, with ..."
Limoneira Co. Sustainability Report 2023 filetype:pdf site:limoneira.com,Limoneira Proxy_2024.indd 1 2/12/24 2:28 PM,https://investor.limoneira.com/static-files/b955d3e9-e9be-41ca-8d4e-7b4c40e16f3a,"Feb 12, 2024 ... approved, the inclusion of the audited financial statements in the Company's Annual Report on Form 10-K for the year ended October 31, 2023 for ..."
Limoneira Co. Sustainability Report 2023 filetype:pdf site:limoneira.com,2022 Notice of Annual Meeting and Proxy Statement,https://investor.limoneira.com/static-files/ccd59581-1ed5-49f6-b571-dd3b83474384,"Mar 21, 2022 ... Limoneira Company's 2022 Annual Meeting of ... adjournment or postponement thereof. Page 10. Limoneira Company. 2. 2022 Proxy Statement ... In 2023, ..."
Limoneira Co. Sustainability Report 2023 filetype:pdf site:limoneira.com,Untitled,https://investor.limoneira.com/static-files/7d027014-2d2f-4956-9019-a33659b2f3e0,"Jan 10, 2017 ... ... Company,” or “Limoneira” in this Annual Report mean Limoneira ... water companies: Farmers Irrigation Co ... 2023. This term loan bears interest at ..."
Limoneira Co. Sustainability Report 2023 filetype:pdf site:limoneira.com,LIMONEIRA COMPANY Notice of Annual Meeting of Stockholders ...,https://investor.limoneira.com/static-files/c9b0e26f-7d39-4fd4-b59d-98510655ccde,"Feb 12, 2021 ... ... 2023 Annual. Meeting of Stockholders. The ... website, www.limoneira.com, under the heading “Sustainability ... the audited financial statements in ..."
Limoneira Co. Sustainability Report 2023 filetype:pdf site:limoneira.com,Form 8-K for Limoneira CO filed 12/05/2022,https://investor.limoneira.com/static-files/f43213e2-5b8e-402e-a161-4226f28d0309,"Dec 5, 2022 ... Date of Report (date of earliest event reported) ... 2023. Harold Edwards, President and Chief ... For more about Limoneira Company, visit www."
Limoneira Co. Sustainability Report 2023 filetype:pdf site:limoneira.com,LIMONEIRA COMPANY,https://investor.limoneira.com/index.php/static-files/d49250b8-148e-431c-94d2-1274476a5d3e,"Mar 10, 2020 ... The RELOC features a three-year draw period followed by 20 years of fully amortized loan payments. The interest rate is variable with ..."
Limoneira Co. Sustainability Report 2023 filetype:pdf site:limoneira.com,LIMONEIRA COMPANY,https://investor.limoneira.com/static-files/f714179d-e2bd-4481-9c87-4d3f923cfc71,"Jan 11, 2021 ... Limoneira (lç moñ âra) is a dedicated sustainability company with 15,400 acres of rich agricultural lands, real estate properties, and water ..."
Limoneira Co. Sustainability Report 2023 filetype:pdf site:limoneira.com,Form 8-K for Limoneira CO filed 06/07/2022,https://investor.limoneira.com/static-files/110c2531-fbb2-4254-99e6-3e16f6b8e4f1,"Jun 8, 2022 ... ... report to be signed on its behalf by the undersigned hereunto duly authorized. ... sustainability entered the modern lexicon. ... 2023) Scalable ..."
"Alico, Inc. Sustainability Report 2023 filetype:pdf site:ir.alicoinc.com","ALICO, INC.",https://ir.alicoinc.com/all-sec-filings/content/0000003545-24-000022/0000003545-24-000022.pdf,"Jan 16, 2024 ... ... 2023 Sustainability Report (the “Report”) highlighting the Company's approach to ... Company's website at https://www.alicoinc.com/sustainability."
"Alico, Inc. Sustainability Report 2023 filetype:pdf site:ir.alicoinc.com","DEF 14A - 01/12/2024 - Alico, Inc.",https://ir.alicoinc.com/all-sec-filings/content/0000003545-24-000019/0000003545-24-000019.pdf,"Jan 12, 2024 ... ... 2023 (the “2023 Annual Report”) will be released on or about ... www.alicoinc.com or at www ... Alico publishes annual Sustainability Reports ..."
"Alico, Inc. Sustainability Report 2023 filetype:pdf site:ir.alicoinc.com","DEF 14A - 01/17/2023 - Alico, Inc.",https://ir.alicoinc.com/all-sec-filings/content/0000950170-23-000793/0000950170-23-000793.pdf,"Jan 17, 2023 ... ... alicoinc.com or by mail at the address above. ... annual published sustainability report. ... 2023: The Company's Proxy Statement and our Annual ..."
